Keychains,,Keys,,,
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','View All Keys', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','Identity & Access Management','Keys','View All Keys','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Assign Keys to Keychain', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','Identity & Access Management','Keys','Assign Keys to Keychain','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','View Key Usage', NOW(), uuid_nil())",,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('','','Identity & Access Management','Keys','View Key Usage','Audit history of when a key is used and who used the key.', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Test and verify configuration changes in a separate environment.', NOW(), uuid_nil())",161c2b67-ce61-4b4d-b47e-38fcd2e87b13,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('161c2b67-ce61-4b4d-b47e-38fcd2e87b13','','Lifecycle Management','Dry-run','Test and verify configuration changes in a separate environment.','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Meshery adapters provision, configure, and manage 10 different service meshes.', NOW(), uuid_nil())",9cbc1827-7650-4e5b-8259-0823fd11ba9d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9cbc1827-7650-4e5b-8259-0823fd11ba9d','','Lifecycle Management','Configure and deploy any service mesh','Meshery adapters provision, configure, and manage 10 different service meshes.','Istio, Linkerd, Consul, Kuma, Traefik Mesh, AWS App Mesh, NGINX Service Mesh, Network Service Mesh, Cilium Service Mesh, VMware Tanzu Service Mesh', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Provisioning, Deprovisioning', NOW(), uuid_nil())",ad2af8de-e4e6-4e4d-98e0-014220658e23,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('ad2af8de-e4e6-4e4d-98e0-014220658e23','','Lifecycle Management','Operations','Provisioning, Deprovisioning','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Simple Configuration', NOW(), uuid_nil())",89bab590-3f0c-44aa-a8f1-04ebb877e506,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('89bab590-3f0c-44aa-a8f1-04ebb877e506','','Lifecycle Management','Operations','Simple Configuration','MeshOpsv1', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Advanced Configuration', NOW(), uuid_nil())",dd6d980c-23f2-4245-9f07-551de833c39a,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('dd6d980c-23f2-4245-9f07-551de833c39a','','Lifecycle Management','Operations','Advanced Configuration','MeshOpsv2', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Managed Upgrades', NOW(), uuid_nil())",7e0fe9a7-aae0-409a-9eec-08dc2ff2af21,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('7e0fe9a7-aae0-409a-9eec-08dc2ff2af21','','Lifecycle Management','Operations','Managed Upgrades','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Ad-hoc: add or remove', NOW(), uuid_nil())",2399ea30-118d-4495-93b9-c53c961b5cb7,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('2399ea30-118d-4495-93b9-c53c961b5cb7','','Lifecycle Management','Sidecar','Ad-hoc: add or remove','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Parse logs', NOW(), uuid_nil())",1e927029-59db-4ede-88fc-ec0cb2756a79,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('1e927029-59db-4ede-88fc-ec0cb2756a79','','Lifecycle Management','Sidecar','Parse logs','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Exec Shell', NOW(), uuid_nil())",e0c5f744-13e1-4bd2-bdb2-83f90581fdc2,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('e0c5f744-13e1-4bd2-bdb2-83f90581fdc2','','Lifecycle Management','Sidecar','Exec Shell','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Dynamic load / unload', NOW(), uuid_nil())",4d4b7c26-4378-4e14-9741-edeb46789a71,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('4d4b7c26-4378-4e14-9741-edeb46789a71','','Lifecycle Management','Filter','Dynamic load / unload','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Day 2 support for ongoing synchronization of Kubernetes configuration, workloads and service mesh changes.', NOW(), uuid_nil())",64a36679-68b2-4328-bb1c-7c577ef5267a,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('64a36679-68b2-4328-bb1c-7c577ef5267a','','Lifecycle Management','Cluster discovery','Day 2 support for ongoing synchronization of Kubernetes configuration, workloads and service mesh changes.','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Ongoing synchronization of Kubernetes configuration, workloads and service mesh changes across any number of Kubernetes clusters.', NOW(), uuid_nil())",53c2c0e8-2403-475b-9ffc-0dd501bef8f6,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('53c2c0e8-2403-475b-9ffc-0dd501bef8f6','','Lifecycle Management','Multiple Kubernetes Clusters','Ongoing synchronization of Kubernetes configuration, workloads and service mesh changes across any number of Kubernetes clusters.','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Environments', NOW(), uuid_nil())",7953c71b-22a2-4b12-bead-8b3bf54ef3c6,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('7953c71b-22a2-4b12-bead-8b3bf54ef3c6','','Lifecycle Management','Mesh Federation','Environments','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Announcement and synchronization', NOW(), uuid_nil())",f59af5fd-b571-46f0-b8d1-09194434a38e,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f59af5fd-b571-46f0-b8d1-09194434a38e','','Lifecycle Management','Service Catalog Federation','Announcement and synchronization','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Organizational permissioning', NOW(), uuid_nil())",0ad304a3-973e-4855-aaed-f445870bbb35,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('0ad304a3-973e-4855-aaed-f445870bbb35','','Lifecycle Management','Service Catalog Federation','Organizational permissioning','', NOW(), uuid_nil())",,FALSE
Lifecycle Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Lifecycle Management','Add cluster', NOW(), uuid_nil())",fce15b20-78ac-42af-b79c-b8f19bdb0802,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('fce15b20-78ac-42af-b79c-b8f19bdb0802','Lifecycle Management','Lifecycle Management','Connections','Add cluster','Add Kubernetes cluster', NOW(), uuid_nil())",X,TRUE
Lifecycle Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Lifecycle Management','Change connection state', NOW(), uuid_nil())",14ac9622-3170-4580-8403-ed7a584f90ef,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('14ac9622-3170-4580-8403-ed7a584f90ef','Lifecycle Management','Lifecycle Management','Connections','Change connection state','Change connection state', NOW(), uuid_nil())",X,TRUE
Lifecycle Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Lifecycle Management','Flush Meshsync data', NOW(), uuid_nil())",8dd4c54a-bccd-4fb3-a18c-269195653a91,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('8dd4c54a-bccd-4fb3-a18c-269195653a91','Lifecycle Management','Lifecycle Management','Connections','Flush Meshsync data','Clearing the database by clicking on the `Flush MeshSync`', NOW(), uuid_nil())",X,TRUE
Lifecycle Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Lifecycle Management','Register discovered Meshsync resource', NOW(), uuid_nil())",214ad6b1-df4d-44a6-8872-8ad1f751ef68,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('214ad6b1-df4d-44a6-8872-8ad1f751ef68','Lifecycle Management','Lifecycle Management','Connections','Register discovered Meshsync resource','Register discovered Meshsync resource to change state to connection', NOW(), uuid_nil())",X,TRUE
Lifecycle Management,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('Lifecycle Management','Delete a connection', NOW(), uuid_nil())",61afb8c2-cda6-4175-aad9-74ff87fed323,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('61afb8c2-cda6-4175-aad9-74ff87fed323','Lifecycle Management','Lifecycle Management','Connections','Delete a connection','Delete a connection', NOW(), uuid_nil())",X,TRUE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Streamlined CI', NOW(), uuid_nil())",ff2ea71f-2e28-4b21-89ef-352c509b1247,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('ff2ea71f-2e28-4b21-89ef-352c509b1247','','Meshery System','Build & Release','Streamlined CI','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Integration tests', NOW(), uuid_nil())",1852b847-4906-442a-9887-76bdedfcc4da,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('1852b847-4906-442a-9887-76bdedfcc4da','','Meshery System','Build & Release','Integration tests','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Release channels: stable and edge', NOW(), uuid_nil())",f17bb4cc-8d99-4443-858b-201cb9d77be8,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f17bb4cc-8d99-4443-858b-201cb9d77be8','','Meshery System','Build & Release','Release channels: stable and edge','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Time to value; easy setup of Meshery', NOW(), uuid_nil())",f75ee33b-914f-4d80-bfe4-da83764cb45d,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f75ee33b-914f-4d80-bfe4-da83764cb45d','','Meshery System','Configuration Wizard','Time to value; easy setup of Meshery','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','mesheryctl', NOW(), uuid_nil())",a80495bb-1c2d-4b93-bffe-2ee5720fba90,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('a80495bb-1c2d-4b93-bffe-2ee5720fba90','','Meshery System','Platform Support','mesheryctl','Windows, Linux, MacOS', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Meshery Server', NOW(), uuid_nil())",f1399331-15ac-495a-b315-2afa5027288c,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('f1399331-15ac-495a-b315-2afa5027288c','','Meshery System','Platform Support','Meshery Server','Minikube, Docker, OpenShift', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Meshery Server', NOW(), uuid_nil())",8b3df2ac-754f-4ed9-a523-8a4c644104b5,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('8b3df2ac-754f-4ed9-a523-8a4c644104b5','','Meshery System','Platform Support','Meshery Server','EKS, GKE, AKS, OKE', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','MeshSync', NOW(), uuid_nil())",424abe7b-c0e3-4a0d-88cb-44114ae5a465,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('424abe7b-c0e3-4a0d-88cb-44114ae5a465','','Meshery System','Service Mesh Discovery','MeshSync','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','script, homebrew, scoop', NOW(), uuid_nil())",b850d27a-bcca-4400-b656-7ccac8f94bc4,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('b850d27a-bcca-4400-b656-7ccac8f94bc4','','Meshery System','Package managers','script, homebrew, scoop','', NOW(), uuid_nil())",,FALSE
,"INSERT INTO keychains (id, name, created_at, owner) VALUES ('','Facilitate collection of debug for ease of issue reporting.', NOW(), uuid_nil())",eac85b45-2aef-4297-b1f4-286d8f5fb7ce,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('eac85b45-2aef-4297-b1f4-286d8f5fb7ce','','Meshery System','Error Reporting','Facilitate collection of debug for ease of issue reporting.','', NOW(), uuid_nil())",,FALSE
